# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Oct  6 00:07:21 2021
#
# User ID:         roan.gijsen
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
#
pl_name,hostname,sy_snum,sy_pnum,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim
Kepler-259 b,Kepler-259,1,2,0.90,0.11,-0.06,0,0.93,0.04,-0.05,0
Kepler-259 b,Kepler-259,1,2,0.89,0.36,-0.07,0,0.98,0.11,-0.12,0
Kepler-259 b,Kepler-259,1,2,0.90,0.43,-0.43,0,,,,
Kepler-259 b,Kepler-259,1,2,0.89,0.26,-0.09,0,0.98,0.12,-0.12,0
Kepler-259 b,Kepler-259,1,2,0.92,0.05,-0.04,0,,,,
Kepler-259 b,Kepler-259,1,2,0.89,,,0,0.99,,,0
Kepler-259 b,Kepler-259,1,2,0.89,,,0,0.99,,,0
Kepler-259 b,Kepler-259,1,2,0.89,,,0,0.99,,,0
Kepler-259 b,Kepler-259,1,2,0.91,0.34,-0.34,0,1.01,0.07,-0.07,0
Kepler-259 b,Kepler-259,1,2,0.89,0.36,-0.07,0,0.98,0.11,-0.12,0
Kepler-259 b,Kepler-259,1,2,0.89,0.36,-0.07,0,0.98,0.11,-0.12,0
Kepler-259 c,Kepler-259,1,2,0.89,,,0,0.99,,,0
Kepler-259 c,Kepler-259,1,2,0.89,0.36,-0.07,0,0.98,0.11,-0.12,0
Kepler-259 c,Kepler-259,1,2,0.89,,,0,0.99,,,0
Kepler-259 c,Kepler-259,1,2,0.90,0.43,-0.43,0,,,,
Kepler-259 c,Kepler-259,1,2,0.89,0.36,-0.07,0,0.98,0.11,-0.12,0
Kepler-259 c,Kepler-259,1,2,0.92,0.05,-0.04,0,,,,
Kepler-259 c,Kepler-259,1,2,0.91,0.34,-0.34,0,1.01,0.07,-0.07,0
Kepler-259 c,Kepler-259,1,2,0.89,0.26,-0.09,0,0.98,0.12,-0.12,0
Kepler-259 c,Kepler-259,1,2,0.89,0.36,-0.07,0,0.98,0.11,-0.12,0
Kepler-259 c,Kepler-259,1,2,0.90,0.11,-0.06,0,0.93,0.04,-0.05,0
Kepler-259 c,Kepler-259,1,2,0.89,,,0,0.99,,,0
Kepler-26 b,Kepler-26,1,4,0.53,0.08,-0.08,0,0.55,0.08,-0.08,0
Kepler-26 b,Kepler-26,1,4,0.53,0.08,-0.08,0,0.55,0.08,-0.08,0
Kepler-26 b,Kepler-26,1,4,0.53,0.08,-0.08,0,0.55,0.08,-0.08,0
Kepler-26 b,Kepler-26,1,4,0.59,0.03,-0.03,0,0.65,0.03,-0.03,0
Kepler-26 b,Kepler-26,1,4,0.60,0.02,-0.02,0,0.62,0.02,-0.03,0
Kepler-26 b,Kepler-26,1,4,0.46,,,0,0.70,,,0
Kepler-26 b,Kepler-26,1,4,0.45,0.09,-0.10,0,0.47,0.08,-0.11,0
Kepler-26 b,Kepler-26,1,4,0.58,0.02,-0.02,0,0.63,0.03,-0.03,0
Kepler-26 b,Kepler-26,1,4,0.46,,,0,0.70,,,0
Kepler-26 b,Kepler-26,1,4,0.54,0.03,-0.04,0,0.54,0.04,-0.03,0
Kepler-26 b,Kepler-26,1,4,0.54,0.03,-0.04,0,0.54,0.04,-0.03,0
Kepler-26 b,Kepler-26,1,4,0.53,0.08,-0.08,0,0.55,0.08,-0.08,0
Kepler-26 b,Kepler-26,1,4,0.61,0.02,-0.02,0,,,,
Kepler-26 b,Kepler-26,1,4,0.60,0.03,-0.03,0,0.64,0.07,-0.07,0
Kepler-26 b,Kepler-26,1,4,0.51,0.02,-0.02,0,0.54,0.03,-0.03,0
Kepler-26 b,Kepler-26,1,4,0.46,,,0,0.70,,,0
Kepler-26 c,Kepler-26,1,4,0.53,0.08,-0.08,0,0.55,0.08,-0.08,0
Kepler-26 c,Kepler-26,1,4,0.59,0.03,-0.03,0,0.65,0.03,-0.03,0
Kepler-26 c,Kepler-26,1,4,0.45,0.09,-0.10,0,0.47,0.08,-0.11,0
Kepler-26 c,Kepler-26,1,4,0.46,,,0,0.70,,,0
Kepler-26 c,Kepler-26,1,4,0.46,,,0,0.70,,,0
Kepler-26 c,Kepler-26,1,4,0.61,0.02,-0.02,0,,,,
Kepler-26 c,Kepler-26,1,4,0.60,0.02,-0.02,0,0.62,0.02,-0.03,0
Kepler-26 c,Kepler-26,1,4,0.46,,,0,0.70,,,0
Kepler-26 c,Kepler-26,1,4,0.58,0.02,-0.02,0,0.63,0.03,-0.03,0
Kepler-26 c,Kepler-26,1,4,0.53,0.08,-0.08,0,0.55,0.08,-0.08,0
Kepler-26 c,Kepler-26,1,4,0.53,0.08,-0.08,0,0.55,0.08,-0.08,0
Kepler-26 c,Kepler-26,1,4,0.53,0.08,-0.08,0,0.55,0.08,-0.08,0
Kepler-26 c,Kepler-26,1,4,,,,,0.50,0.04,-0.03,0
Kepler-26 c,Kepler-26,1,4,0.54,0.03,-0.04,0,0.54,0.04,-0.03,0
Kepler-26 c,Kepler-26,1,4,0.54,0.03,-0.04,0,0.54,0.04,-0.03,0
Kepler-26 c,Kepler-26,1,4,0.60,0.03,-0.03,0,0.64,0.07,-0.07,0
Kepler-26 c,Kepler-26,1,4,0.51,0.02,-0.02,0,0.54,0.03,-0.03,0
Kepler-26 d,Kepler-26,1,4,0.57,0.03,-0.03,0,,,,
Kepler-26 d,Kepler-26,1,4,0.53,0.08,-0.08,0,0.55,0.08,-0.08,0
Kepler-26 d,Kepler-26,1,4,0.53,0.08,-0.08,0,0.55,0.08,-0.08,0
Kepler-26 d,Kepler-26,1,4,0.61,0.02,-0.02,0,,,,
Kepler-26 d,Kepler-26,1,4,0.53,0.08,-0.08,0,0.55,0.08,-0.08,0
Kepler-26 d,Kepler-26,1,4,0.60,0.03,-0.03,0,0.64,0.07,-0.07,0
Kepler-26 d,Kepler-26,1,4,0.53,0.08,-0.08,0,0.55,0.08,-0.08,0
Kepler-26 d,Kepler-26,1,4,0.60,0.02,-0.02,0,0.62,0.02,-0.03,0
Kepler-26 d,Kepler-26,1,4,0.54,0.03,-0.04,0,0.54,0.04,-0.03,0
Kepler-26 d,Kepler-26,1,4,0.46,,,0,0.70,,,0
Kepler-26 d,Kepler-26,1,4,0.46,,,0,0.70,,,0
Kepler-26 d,Kepler-26,1,4,0.45,0.09,-0.10,0,0.47,0.08,-0.11,0
Kepler-26 d,Kepler-26,1,4,0.58,0.02,-0.02,0,0.63,0.03,-0.03,0
Kepler-26 d,Kepler-26,1,4,0.46,,,0,0.70,,,0
Kepler-26 e,Kepler-26,1,4,0.45,0.09,-0.10,0,0.47,0.08,-0.11,0
Kepler-26 e,Kepler-26,1,4,0.46,,,0,0.70,,,0
Kepler-26 e,Kepler-26,1,4,0.61,0.02,-0.02,0,,,,
Kepler-26 e,Kepler-26,1,4,0.53,0.08,-0.08,0,0.55,0.08,-0.08,0
Kepler-26 e,Kepler-26,1,4,0.57,0.03,-0.03,0,,,,
Kepler-26 e,Kepler-26,1,4,0.60,0.03,-0.03,0,0.64,0.07,-0.07,0
Kepler-26 e,Kepler-26,1,4,0.54,0.03,-0.04,0,0.54,0.04,-0.03,0
Kepler-26 e,Kepler-26,1,4,0.58,0.02,-0.02,0,0.63,0.03,-0.03,0
Kepler-26 e,Kepler-26,1,4,0.60,0.02,-0.02,0,0.62,0.02,-0.03,0
Kepler-26 e,Kepler-26,1,4,0.53,0.08,-0.08,0,0.55,0.08,-0.08,0
Kepler-26 e,Kepler-26,1,4,0.46,,,0,0.70,,,0
Kepler-26 e,Kepler-26,1,4,0.46,,,0,0.70,,,0
Kepler-26 e,Kepler-26,1,4,0.53,0.08,-0.08,0,0.55,0.08,-0.08,0
Kepler-260 b,Kepler-260,1,2,0.90,0.39,-0.39,0,0.90,0.10,-0.10,0
Kepler-260 b,Kepler-260,1,2,0.83,0.26,-0.06,0,0.93,0.07,-0.10,0
Kepler-260 b,Kepler-260,1,2,0.93,0.04,-0.04,0,,,,
Kepler-260 b,Kepler-260,1,2,0.85,0.06,-0.06,0,0.82,0.06,-0.04,0
Kepler-260 b,Kepler-260,1,2,1.09,,,0,0.90,,,0
Kepler-260 b,Kepler-260,1,2,0.83,0.26,-0.06,0,0.93,0.07,-0.10,0
Kepler-260 b,Kepler-260,1,2,1.09,,,0,0.90,,,0
Kepler-260 b,Kepler-260,1,2,1.09,,,0,0.90,,,0
Kepler-260 b,Kepler-260,1,2,0.86,0.23,-0.23,0,,,,
Kepler-260 b,Kepler-260,1,2,0.83,0.26,-0.06,0,0.93,0.07,-0.10,0
Kepler-260 b,Kepler-260,1,2,0.88,0.05,-0.03,0,0.92,0.03,-0.03,0
Kepler-260 c,Kepler-260,1,2,1.09,,,0,0.90,,,0
Kepler-260 c,Kepler-260,1,2,0.83,0.26,-0.06,0,0.93,0.07,-0.10,0
Kepler-260 c,Kepler-260,1,2,0.83,0.26,-0.06,0,0.93,0.07,-0.10,0
Kepler-260 c,Kepler-260,1,2,1.09,,,0,0.90,,,0
Kepler-260 c,Kepler-260,1,2,0.86,0.23,-0.23,0,,,,
Kepler-260 c,Kepler-260,1,2,1.09,,,0,0.90,,,0
Kepler-260 c,Kepler-260,1,2,0.83,0.26,-0.06,0,0.93,0.07,-0.10,0
Kepler-260 c,Kepler-260,1,2,0.90,0.39,-0.39,0,0.90,0.10,-0.10,0
Kepler-260 c,Kepler-260,1,2,0.85,0.06,-0.06,0,0.82,0.06,-0.04,0
Kepler-260 c,Kepler-260,1,2,0.93,0.04,-0.04,0,,,,
Kepler-260 c,Kepler-260,1,2,0.88,0.05,-0.03,0,0.92,0.03,-0.03,0
Kepler-261 b,Kepler-261,1,2,0.75,0.03,-0.03,0,,,,
Kepler-261 b,Kepler-261,1,2,0.77,0.07,-0.03,0,0.86,0.04,-0.06,0
Kepler-261 b,Kepler-261,1,2,0.80,0.02,-0.02,0,0.85,0.03,-0.03,0
Kepler-261 b,Kepler-261,1,2,0.74,0.05,-0.06,0,0.86,0.13,-0.10,0
Kepler-261 b,Kepler-261,1,2,0.74,0.05,-0.06,0,0.86,0.13,-0.10,0
Kepler-261 b,Kepler-261,1,2,0.78,0.06,-0.04,0,0.82,0.05,-0.04,0
Kepler-261 b,Kepler-261,1,2,0.80,0.03,-0.03,0,0.88,0.03,-0.03,0
Kepler-261 b,Kepler-261,1,2,0.74,0.05,-0.06,0,0.86,0.13,-0.10,0
Kepler-261 b,Kepler-261,1,2,0.77,0.07,-0.03,0,0.86,0.04,-0.06,0
Kepler-261 b,Kepler-261,1,2,0.77,0.07,-0.03,0,0.86,0.04,-0.06,0
Kepler-261 b,Kepler-261,1,2,0.79,0.05,-0.05,0,,,,
Kepler-261 c,Kepler-261,1,2,0.77,0.07,-0.03,0,0.86,0.04,-0.06,0
Kepler-261 c,Kepler-261,1,2,0.78,0.06,-0.04,0,0.82,0.05,-0.04,0
Kepler-261 c,Kepler-261,1,2,0.75,0.03,-0.03,0,,,,
Kepler-261 c,Kepler-261,1,2,0.74,0.05,-0.06,0,0.86,0.13,-0.10,0
Kepler-261 c,Kepler-261,1,2,0.80,0.03,-0.03,0,0.88,0.03,-0.03,0
Kepler-261 c,Kepler-261,1,2,0.77,0.07,-0.03,0,0.86,0.04,-0.06,0
Kepler-261 c,Kepler-261,1,2,0.77,0.07,-0.03,0,0.86,0.04,-0.06,0
Kepler-261 c,Kepler-261,1,2,0.74,0.05,-0.06,0,0.86,0.13,-0.10,0
Kepler-261 c,Kepler-261,1,2,0.80,0.02,-0.02,0,0.85,0.03,-0.03,0
Kepler-261 c,Kepler-261,1,2,0.74,0.05,-0.06,0,0.86,0.13,-0.10,0
Kepler-261 c,Kepler-261,1,2,0.79,0.05,-0.05,0,,,,
Kepler-262 b,Kepler-262,1,2,0.88,0.38,-0.38,0,0.99,0.08,-0.08,0
Kepler-262 b,Kepler-262,1,2,0.96,,,0,0.95,,,0
Kepler-262 b,Kepler-262,1,2,0.88,0.33,-0.07,0,0.97,0.10,-0.11,0
Kepler-262 b,Kepler-262,1,2,0.82,0.04,-0.04,0,,,,
Kepler-262 b,Kepler-262,1,2,1.05,0.19,-0.12,0,1.03,0.10,-0.07,0
Kepler-262 b,Kepler-262,1,2,0.88,0.33,-0.07,0,0.97,0.10,-0.11,0
Kepler-262 b,Kepler-262,1,2,0.88,0.23,-0.08,0,0.97,0.10,-0.12,0
Kepler-262 b,Kepler-262,1,2,0.88,0.36,-0.36,0,,,,
Kepler-262 b,Kepler-262,1,2,0.96,,,0,0.95,,,0
Kepler-262 b,Kepler-262,1,2,0.96,,,0,0.95,,,0
Kepler-262 b,Kepler-262,1,2,0.88,0.33,-0.07,0,0.97,0.10,-0.11,0
Kepler-262 c,Kepler-262,1,2,1.05,0.19,-0.12,0,1.03,0.10,-0.07,0
Kepler-262 c,Kepler-262,1,2,0.88,0.33,-0.07,0,0.97,0.10,-0.11,0
Kepler-262 c,Kepler-262,1,2,0.82,0.04,-0.04,0,,,,
Kepler-262 c,Kepler-262,1,2,0.96,,,0,0.95,,,0
Kepler-262 c,Kepler-262,1,2,0.96,,,0,0.95,,,0
Kepler-262 c,Kepler-262,1,2,0.96,,,0,0.95,,,0
Kepler-262 c,Kepler-262,1,2,0.88,0.36,-0.36,0,,,,
Kepler-262 c,Kepler-262,1,2,0.88,0.23,-0.08,0,0.97,0.10,-0.12,0
Kepler-262 c,Kepler-262,1,2,0.88,0.33,-0.07,0,0.97,0.10,-0.11,0
Kepler-262 c,Kepler-262,1,2,0.88,0.33,-0.07,0,0.97,0.10,-0.11,0
Kepler-262 c,Kepler-262,1,2,0.88,0.38,-0.38,0,0.99,0.08,-0.08,0
Kepler-263 b,Kepler-263,1,2,0.73,,,0,0.88,,,0
Kepler-263 b,Kepler-263,1,2,0.73,0.04,-0.04,0,,,,
Kepler-263 b,Kepler-263,1,2,0.78,0.20,-0.06,0,0.83,0.10,-0.08,0
Kepler-263 b,Kepler-263,1,2,0.72,0.04,-0.03,0,0.75,0.04,-0.04,0
Kepler-263 b,Kepler-263,1,2,0.77,0.21,-0.21,0,0.80,0.04,-0.04,0
Kepler-263 b,Kepler-263,1,2,0.73,,,0,0.88,,,0
Kepler-263 b,Kepler-263,1,2,0.79,0.43,-0.43,0,,,,
Kepler-263 b,Kepler-263,1,2,0.85,0.08,-0.05,0,0.89,0.05,-0.05,0
Kepler-263 b,Kepler-263,1,2,0.78,0.20,-0.06,0,0.83,0.10,-0.08,0
Kepler-263 b,Kepler-263,1,2,0.78,0.20,-0.06,0,0.83,0.10,-0.08,0
Kepler-263 b,Kepler-263,1,2,0.73,,,0,0.88,,,0
Kepler-263 c,Kepler-263,1,2,0.77,0.21,-0.21,0,0.80,0.04,-0.04,0
Kepler-263 c,Kepler-263,1,2,0.78,0.20,-0.06,0,0.83,0.10,-0.08,0
Kepler-263 c,Kepler-263,1,2,0.85,0.08,-0.05,0,0.89,0.05,-0.05,0
Kepler-263 c,Kepler-263,1,2,0.73,,,0,0.88,,,0
Kepler-263 c,Kepler-263,1,2,0.78,0.20,-0.06,0,0.83,0.10,-0.08,0
Kepler-263 c,Kepler-263,1,2,0.73,0.04,-0.04,0,,,,
Kepler-263 c,Kepler-263,1,2,0.73,,,0,0.88,,,0
Kepler-263 c,Kepler-263,1,2,0.78,0.20,-0.06,0,0.83,0.10,-0.08,0
Kepler-263 c,Kepler-263,1,2,0.79,0.43,-0.43,0,,,,
Kepler-263 c,Kepler-263,1,2,0.72,0.04,-0.03,0,0.75,0.04,-0.04,0
Kepler-263 c,Kepler-263,1,2,0.73,,,0,0.88,,,0
Kepler-264 b,Kepler-264,1,2,2.02,0.36,-0.36,0,1.46,0.13,-0.12,0
Kepler-264 b,Kepler-264,1,2,1.55,0.31,-0.31,0,,,,
Kepler-264 b,Kepler-264,1,2,2.40,0.60,-1.12,0,1.32,0.25,-0.32,0
Kepler-264 b,Kepler-264,1,2,1.89,0.11,-0.09,0,1.21,0.17,-0.18,0
Kepler-264 b,Kepler-264,1,2,1.89,0.11,-0.09,0,1.21,0.17,-0.18,0
Kepler-264 b,Kepler-264,1,2,2.40,0.60,-1.12,0,1.32,0.25,-0.32,0
Kepler-264 b,Kepler-264,1,2,1.99,0.09,-0.09,0,,,,
Kepler-264 b,Kepler-264,1,2,2.10,0.35,-0.57,0,1.47,0.13,-0.20,0
Kepler-264 b,Kepler-264,1,2,2.40,0.60,-1.12,0,1.32,0.25,-0.32,0
Kepler-264 b,Kepler-264,1,2,1.89,0.11,-0.09,0,1.21,0.17,-0.18,0
Kepler-264 b,Kepler-264,1,2,2.43,0.60,-0.60,0,1.37,0.15,-0.15,0
Kepler-264 c,Kepler-264,1,2,2.10,0.35,-0.57,0,1.47,0.13,-0.20,0
Kepler-264 c,Kepler-264,1,2,2.02,0.36,-0.36,0,1.46,0.13,-0.12,0
Kepler-264 c,Kepler-264,1,2,1.55,0.31,-0.31,0,,,,
Kepler-264 c,Kepler-264,1,2,1.89,0.11,-0.09,0,1.21,0.17,-0.18,0
Kepler-264 c,Kepler-264,1,2,1.89,0.11,-0.09,0,1.21,0.17,-0.18,0
Kepler-264 c,Kepler-264,1,2,2.40,0.60,-1.12,0,1.32,0.25,-0.32,0
Kepler-264 c,Kepler-264,1,2,2.40,0.60,-1.12,0,1.32,0.25,-0.32,0
Kepler-264 c,Kepler-264,1,2,2.43,0.60,-0.60,0,1.37,0.15,-0.15,0
Kepler-264 c,Kepler-264,1,2,2.40,0.60,-1.12,0,1.32,0.25,-0.32,0
Kepler-264 c,Kepler-264,1,2,1.99,0.09,-0.09,0,,,,
Kepler-265 b,Kepler-265,1,4,1.03,0.13,-0.09,0,0.98,0.05,-0.05,0
Kepler-265 b,Kepler-265,1,4,0.94,,,0,1.09,,,0
Kepler-265 b,Kepler-265,1,4,0.97,0.06,-0.06,0,,,,
Kepler-265 b,Kepler-265,1,4,0.98,0.41,-0.09,0,1.04,0.17,-0.13,0
Kepler-265 b,Kepler-265,1,4,1.07,0.16,-0.17,0,0.88,0.07,-0.05,0
Kepler-265 b,Kepler-265,1,4,1.07,0.39,-0.39,0,1.15,0.11,-0.11,0
Kepler-265 b,Kepler-265,1,4,0.98,0.41,-0.09,0,1.04,0.17,-0.13,0
Kepler-265 b,Kepler-265,1,4,1.10,0.23,-0.23,0,,,,
Kepler-265 b,Kepler-265,1,4,0.98,0.41,-0.09,0,1.04,0.17,-0.13,0
Kepler-265 b,Kepler-265,1,4,0.94,,,0,1.09,,,0
Kepler-265 c,Kepler-265,1,4,1.10,0.23,-0.23,0,,,,
Kepler-265 c,Kepler-265,1,4,0.98,0.41,-0.09,0,1.04,0.17,-0.13,0
Kepler-265 c,Kepler-265,1,4,0.98,0.41,-0.09,0,1.04,0.17,-0.13,0
Kepler-265 c,Kepler-265,1,4,0.97,0.06,-0.06,0,,,,
Kepler-265 c,Kepler-265,1,4,0.94,,,0,1.09,,,0
Kepler-265 c,Kepler-265,1,4,1.03,0.13,-0.09,0,0.98,0.05,-0.05,0
Kepler-265 c,Kepler-265,1,4,0.94,,,0,1.09,,,0
Kepler-265 c,Kepler-265,1,4,0.98,0.41,-0.09,0,1.04,0.17,-0.13,0
Kepler-265 c,Kepler-265,1,4,1.07,0.16,-0.17,0,0.88,0.07,-0.05,0
Kepler-265 c,Kepler-265,1,4,1.07,0.39,-0.39,0,1.15,0.11,-0.11,0
Kepler-265 c,Kepler-265,1,4,0.94,,,0,1.09,,,0
Kepler-265 d,Kepler-265,1,4,1.07,0.16,-0.17,0,0.88,0.07,-0.05,0
Kepler-265 d,Kepler-265,1,4,0.98,0.41,-0.09,0,1.04,0.17,-0.13,0
Kepler-265 d,Kepler-265,1,4,1.10,0.23,-0.23,0,,,,
Kepler-265 d,Kepler-265,1,4,0.98,0.41,-0.09,0,1.04,0.17,-0.13,0
Kepler-265 d,Kepler-265,1,4,1.07,0.39,-0.39,0,1.15,0.11,-0.11,0
Kepler-265 d,Kepler-265,1,4,0.94,,,0,1.09,,,0
Kepler-265 d,Kepler-265,1,4,1.03,0.13,-0.09,0,0.98,0.05,-0.05,0
Kepler-265 d,Kepler-265,1,4,0.97,0.06,-0.06,0,,,,
Kepler-265 d,Kepler-265,1,4,0.98,0.41,-0.09,0,1.04,0.17,-0.13,0
Kepler-265 d,Kepler-265,1,4,0.94,,,0,1.09,,,0
Kepler-265 e,Kepler-265,1,4,1.03,0.13,-0.09,0,0.98,0.05,-0.05,0
Kepler-265 e,Kepler-265,1,4,0.98,0.41,-0.09,0,1.04,0.17,-0.13,0
Kepler-265 e,Kepler-265,1,4,0.98,0.41,-0.09,0,1.04,0.17,-0.13,0
Kepler-265 e,Kepler-265,1,4,1.10,0.23,-0.23,0,,,,
Kepler-265 e,Kepler-265,1,4,0.94,,,0,1.09,,,0
Kepler-265 e,Kepler-265,1,4,0.98,0.41,-0.09,0,1.04,0.17,-0.13,0
Kepler-265 e,Kepler-265,1,4,0.94,,,0,1.09,,,0
Kepler-265 e,Kepler-265,1,4,0.94,,,0,1.09,,,0
Kepler-265 e,Kepler-265,1,4,1.07,0.16,-0.17,0,0.88,0.07,-0.05,0
Kepler-265 e,Kepler-265,1,4,1.07,0.39,-0.39,0,1.15,0.11,-0.11,0
Kepler-265 e,Kepler-265,1,4,0.97,0.06,-0.06,0,,,,
Kepler-266 b,Kepler-266,1,2,1.12,0.07,-0.07,0,,,,
Kepler-266 b,Kepler-266,1,2,1.11,,,0,0.97,,,0
Kepler-266 b,Kepler-266,1,2,1.11,,,0,0.97,,,0
Kepler-266 b,Kepler-266,1,2,1.03,0.50,-0.50,0,,,,
Kepler-266 b,Kepler-266,1,2,1.02,0.45,-0.11,0,1.05,0.20,-0.13,0
Kepler-266 b,Kepler-266,1,2,1.02,0.45,-0.11,0,1.05,0.20,-0.13,0
Kepler-266 b,Kepler-266,1,2,1.11,,,0,0.97,,,0
Kepler-266 b,Kepler-266,1,2,1.02,0.45,-0.11,0,1.05,0.20,-0.13,0
Kepler-266 b,Kepler-266,1,2,0.88,0.12,-0.07,0,0.91,0.06,-0.06,0
Kepler-266 b,Kepler-266,1,2,1.02,0.30,-0.30,0,1.06,0.30,-0.30,0
Kepler-266 b,Kepler-266,1,2,1.29,0.21,-0.28,0,0.95,0.07,-0.04,0
Kepler-266 c,Kepler-266,1,2,1.02,0.45,-0.11,0,1.05,0.20,-0.13,0
Kepler-266 c,Kepler-266,1,2,1.11,,,0,0.97,,,0
Kepler-266 c,Kepler-266,1,2,1.29,0.21,-0.28,0,0.95,0.07,-0.04,0
Kepler-266 c,Kepler-266,1,2,1.02,0.45,-0.11,0,1.05,0.20,-0.13,0
Kepler-266 c,Kepler-266,1,2,1.11,,,0,0.97,,,0
Kepler-266 c,Kepler-266,1,2,1.02,0.45,-0.11,0,1.05,0.20,-0.13,0
Kepler-266 c,Kepler-266,1,2,0.88,0.12,-0.07,0,0.91,0.06,-0.06,0
Kepler-266 c,Kepler-266,1,2,1.03,0.50,-0.50,0,,,,
Kepler-266 c,Kepler-266,1,2,1.12,0.07,-0.07,0,,,,
Kepler-266 c,Kepler-266,1,2,1.02,0.30,-0.30,0,1.06,0.30,-0.30,0
Kepler-266 c,Kepler-266,1,2,1.11,,,0,0.97,,,0
Kepler-267 b,Kepler-267,1,3,0.47,0.06,-0.06,0,0.49,0.07,-0.07,0
Kepler-267 b,Kepler-267,1,3,0.56,0.02,-0.02,0,,,,
Kepler-267 b,Kepler-267,1,3,0.55,,,0,0.59,,,0
Kepler-267 b,Kepler-267,1,3,0.53,0.03,-0.03,0,0.55,0.04,-0.04,0
Kepler-267 b,Kepler-267,1,3,0.54,0.03,-0.03,0,0.56,0.03,-0.03,0
Kepler-267 b,Kepler-267,1,3,0.55,0.02,-0.02,0,0.54,0.02,-0.02,0
Kepler-267 b,Kepler-267,1,3,0.55,0.02,-0.02,0,0.54,0.02,-0.02,0
Kepler-267 b,Kepler-267,1,3,0.47,0.06,-0.06,0,0.49,0.07,-0.07,0
Kepler-267 b,Kepler-267,1,3,0.47,0.06,-0.06,0,0.49,0.07,-0.07,0
Kepler-267 b,Kepler-267,1,3,0.55,0.02,-0.02,0,0.54,0.02,-0.02,0
Kepler-267 b,Kepler-267,1,3,0.54,0.01,-0.01,0,,,,
Kepler-267 b,Kepler-267,1,3,0.52,0.07,-0.06,0,0.55,0.07,-0.05,0
Kepler-267 b,Kepler-267,1,3,0.47,0.06,-0.06,0,0.49,0.07,-0.07,0
Kepler-267 b,Kepler-267,1,3,0.55,0.02,-0.02,0,0.54,0.02,-0.02,0
Kepler-267 b,Kepler-267,1,3,0.46,0.04,-0.05,0,0.47,0.04,-0.05,0
Kepler-267 b,Kepler-267,1,3,0.55,0.03,-0.03,0,0.59,0.07,-0.07,0
Kepler-267 c,Kepler-267,1,3,0.54,0.03,-0.03,0,0.56,0.03,-0.03,0
Kepler-267 c,Kepler-267,1,3,0.47,0.06,-0.06,0,0.49,0.07,-0.07,0
Kepler-267 c,Kepler-267,1,3,0.55,0.02,-0.02,0,0.54,0.02,-0.02,0
Kepler-267 c,Kepler-267,1,3,0.47,0.06,-0.06,0,0.49,0.07,-0.07,0
Kepler-267 c,Kepler-267,1,3,0.55,,,0,0.59,,,0
Kepler-267 c,Kepler-267,1,3,0.55,0.02,-0.02,0,0.54,0.02,-0.02,0
Kepler-267 c,Kepler-267,1,3,0.52,0.07,-0.06,0,0.55,0.07,-0.05,0
Kepler-267 c,Kepler-267,1,3,0.55,0.03,-0.03,0,0.59,0.07,-0.07,0
Kepler-267 c,Kepler-267,1,3,0.54,0.01,-0.01,0,,,,
Kepler-267 c,Kepler-267,1,3,0.46,0.04,-0.05,0,0.47,0.04,-0.05,0
Kepler-267 c,Kepler-267,1,3,0.56,0.02,-0.02,0,,,,
Kepler-267 c,Kepler-267,1,3,0.55,0.02,-0.02,0,0.54,0.02,-0.02,0
Kepler-267 c,Kepler-267,1,3,0.55,0.02,-0.02,0,0.54,0.02,-0.02,0
Kepler-267 c,Kepler-267,1,3,0.53,0.03,-0.03,0,0.55,0.04,-0.04,0
Kepler-267 c,Kepler-267,1,3,0.47,0.06,-0.06,0,0.49,0.07,-0.07,0
Kepler-267 d,Kepler-267,1,3,0.56,0.02,-0.02,0,,,,
Kepler-267 d,Kepler-267,1,3,0.54,0.03,-0.03,0,0.56,0.03,-0.03,0
Kepler-267 d,Kepler-267,1,3,0.55,0.02,-0.02,0,0.54,0.02,-0.02,0
Kepler-267 d,Kepler-267,1,3,0.55,0.02,-0.02,0,0.54,0.02,-0.02,0
Kepler-267 d,Kepler-267,1,3,0.55,0.02,-0.02,0,0.54,0.02,-0.02,0
Kepler-267 d,Kepler-267,1,3,0.55,0.03,-0.03,0,0.59,0.07,-0.07,0
Kepler-267 d,Kepler-267,1,3,0.52,0.07,-0.06,0,0.55,0.07,-0.05,0
Kepler-267 d,Kepler-267,1,3,0.47,0.06,-0.06,0,0.49,0.07,-0.07,0
Kepler-267 d,Kepler-267,1,3,0.55,0.02,-0.02,0,0.54,0.02,-0.02,0
Kepler-267 d,Kepler-267,1,3,0.54,0.01,-0.01,0,,,,
