# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Oct 26 06:53:35 2021
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
#
pl_name,hostname,sy_snum,sy_pnum,st_spectype,st_teff,st_rad,st_mass,rastr,ra,decstr,dec,sy_dist
Kepler-18 c,Kepler-18,1,3,,5356.00,1.05,0.88,19h52m19.07s,298.0794448,+44d44m46.49s,44.7462480,433.0470000
Kepler-18 c,Kepler-18,1,3,,5356.00,1.05,0.88,19h52m19.07s,298.0794448,+44d44m46.49s,44.7462480,433.0470000
Kepler-18 c,Kepler-18,1,3,,5345.00,1.11,0.97,19h52m19.07s,298.0794448,+44d44m46.49s,44.7462480,433.0470000
Kepler-18 d,Kepler-18,1,3,,5359.00,0.95,0.93,19h52m19.07s,298.0794448,+44d44m46.49s,44.7462480,433.0470000
Kepler-18 d,Kepler-18,1,3,,5356.00,1.05,0.88,19h52m19.07s,298.0794448,+44d44m46.49s,44.7462480,433.0470000
Kepler-18 d,Kepler-18,1,3,,5356.00,1.05,0.88,19h52m19.07s,298.0794448,+44d44m46.49s,44.7462480,433.0470000
Kepler-18 d,Kepler-18,1,3,,5356.00,1.05,0.88,19h52m19.07s,298.0794448,+44d44m46.49s,44.7462480,433.0470000
Kepler-18 d,Kepler-18,1,3,,5385.00,0.98,0.94,19h52m19.07s,298.0794448,+44d44m46.49s,44.7462480,433.0470000
Kepler-18 d,Kepler-18,1,3,,,1.05,0.88,19h52m19.07s,298.0794448,+44d44m46.49s,44.7462480,433.0470000
Kepler-18 d,Kepler-18,1,3,,5487.00,1.06,0.94,19h52m19.07s,298.0794448,+44d44m46.49s,44.7462480,433.0470000
Kepler-18 d,Kepler-18,1,3,,,,0.90,19h52m19.07s,298.0794448,+44d44m46.49s,44.7462480,433.0470000
Kepler-18 d,Kepler-18,1,3,,5359.00,0.95,0.93,19h52m19.07s,298.0794448,+44d44m46.49s,44.7462480,433.0470000
Kepler-18 d,Kepler-18,1,3,,5345.00,1.11,0.97,19h52m19.07s,298.0794448,+44d44m46.49s,44.7462480,433.0470000
Kepler-18 d,Kepler-18,1,3,,5441.00,0.92,,19h52m19.07s,298.0794448,+44d44m46.49s,44.7462480,433.0470000
Kepler-18 d,Kepler-18,1,3,,5356.00,1.05,0.88,19h52m19.07s,298.0794448,+44d44m46.49s,44.7462480,433.0470000
Kepler-180 b,Kepler-180,1,2,,5610.00,0.93,0.95,19h42m17.10s,295.5712566,+49d46m28.25s,49.7745140,695.6500000
Kepler-180 b,Kepler-180,1,2,,5730.00,1.04,0.91,19h42m17.10s,295.5712566,+49d46m28.25s,49.7745140,695.6500000
Kepler-180 b,Kepler-180,1,2,,5735.00,1.03,0.88,19h42m17.10s,295.5712566,+49d46m28.25s,49.7745140,695.6500000
Kepler-180 b,Kepler-180,1,2,,5437.00,0.97,0.95,19h42m17.10s,295.5712566,+49d46m28.25s,49.7745140,695.6500000
Kepler-180 b,Kepler-180,1,2,,5731.00,0.93,,19h42m17.10s,295.5712566,+49d46m28.25s,49.7745140,695.6500000
Kepler-180 b,Kepler-180,1,2,,5731.00,1.06,,19h42m17.10s,295.5712566,+49d46m28.25s,49.7745140,695.6500000
Kepler-180 b,Kepler-180,1,2,,5735.00,1.03,0.88,19h42m17.10s,295.5712566,+49d46m28.25s,49.7745140,695.6500000
Kepler-180 b,Kepler-180,1,2,,5437.00,0.97,0.95,19h42m17.10s,295.5712566,+49d46m28.25s,49.7745140,695.6500000
Kepler-180 b,Kepler-180,1,2,,5735.00,1.03,0.88,19h42m17.10s,295.5712566,+49d46m28.25s,49.7745140,695.6500000
Kepler-180 b,Kepler-180,1,2,,5735.00,1.03,0.88,19h42m17.10s,295.5712566,+49d46m28.25s,49.7745140,695.6500000
Kepler-180 c,Kepler-180,1,2,,5437.00,0.97,0.95,19h42m17.10s,295.5712566,+49d46m28.25s,49.7745140,695.6500000
Kepler-180 c,Kepler-180,1,2,,5731.00,0.93,,19h42m17.10s,295.5712566,+49d46m28.25s,49.7745140,695.6500000
Kepler-180 c,Kepler-180,1,2,,5735.00,1.03,0.88,19h42m17.10s,295.5712566,+49d46m28.25s,49.7745140,695.6500000
Kepler-180 c,Kepler-180,1,2,,5730.00,1.04,0.91,19h42m17.10s,295.5712566,+49d46m28.25s,49.7745140,695.6500000
Kepler-180 c,Kepler-180,1,2,,5437.00,0.97,0.95,19h42m17.10s,295.5712566,+49d46m28.25s,49.7745140,695.6500000
Kepler-180 c,Kepler-180,1,2,,5437.00,0.97,0.95,19h42m17.10s,295.5712566,+49d46m28.25s,49.7745140,695.6500000
Kepler-180 c,Kepler-180,1,2,,5610.00,0.93,0.95,19h42m17.10s,295.5712566,+49d46m28.25s,49.7745140,695.6500000
Kepler-180 c,Kepler-180,1,2,,5735.00,1.03,0.88,19h42m17.10s,295.5712566,+49d46m28.25s,49.7745140,695.6500000
Kepler-180 c,Kepler-180,1,2,,5735.00,1.03,0.88,19h42m17.10s,295.5712566,+49d46m28.25s,49.7745140,695.6500000
Kepler-180 c,Kepler-180,1,2,,5735.00,1.03,0.88,19h42m17.10s,295.5712566,+49d46m28.25s,49.7745140,695.6500000
Kepler-180 c,Kepler-180,1,2,,5731.00,1.06,,19h42m17.10s,295.5712566,+49d46m28.25s,49.7745140,695.6500000
Kepler-181 b,Kepler-181,1,2,,5324.00,0.76,0.84,19h44m36.31s,296.1512831,+50d05m44.81s,50.0957806,609.2830000
Kepler-181 b,Kepler-181,1,2,,5041.00,0.86,0.81,19h44m36.31s,296.1512831,+50d05m44.81s,50.0957806,609.2830000
Kepler-181 b,Kepler-181,1,2,,5325.00,0.75,0.85,19h44m36.31s,296.1512831,+50d05m44.81s,50.0957806,609.2830000
Kepler-181 b,Kepler-181,1,2,,5120.00,0.80,,19h44m36.31s,296.1512831,+50d05m44.81s,50.0957806,609.2830000
Kepler-181 b,Kepler-181,1,2,,5153.84,0.81,0.87,19h44m36.31s,296.1512831,+50d05m44.81s,50.0957806,609.2830000
Kepler-181 b,Kepler-181,1,2,,5324.00,0.76,0.84,19h44m36.31s,296.1512831,+50d05m44.81s,50.0957806,609.2830000
Kepler-181 b,Kepler-181,1,2,,5153.84,0.81,0.87,19h44m36.31s,296.1512831,+50d05m44.81s,50.0957806,609.2830000
Kepler-181 b,Kepler-181,1,2,,5333.00,0.75,,19h44m36.31s,296.1512831,+50d05m44.81s,50.0957806,609.2830000
Kepler-181 b,Kepler-181,1,2,,5378.00,0.85,0.88,19h44m36.31s,296.1512831,+50d05m44.81s,50.0957806,609.2830000
Kepler-181 b,Kepler-181,1,2,,5324.00,0.76,0.84,19h44m36.31s,296.1512831,+50d05m44.81s,50.0957806,609.2830000
Kepler-181 c,Kepler-181,1,2,,5324.00,0.76,0.84,19h44m36.31s,296.1512831,+50d05m44.81s,50.0957806,609.2830000
Kepler-181 c,Kepler-181,1,2,,5041.00,0.86,0.81,19h44m36.31s,296.1512831,+50d05m44.81s,50.0957806,609.2830000
Kepler-181 c,Kepler-181,1,2,,5324.00,0.76,0.84,19h44m36.31s,296.1512831,+50d05m44.81s,50.0957806,609.2830000
Kepler-181 c,Kepler-181,1,2,,5153.84,0.81,0.87,19h44m36.31s,296.1512831,+50d05m44.81s,50.0957806,609.2830000
Kepler-181 c,Kepler-181,1,2,,5153.84,0.81,0.87,19h44m36.31s,296.1512831,+50d05m44.81s,50.0957806,609.2830000
Kepler-181 c,Kepler-181,1,2,,5378.00,0.85,0.88,19h44m36.31s,296.1512831,+50d05m44.81s,50.0957806,609.2830000
Kepler-181 c,Kepler-181,1,2,,5324.00,0.76,0.84,19h44m36.31s,296.1512831,+50d05m44.81s,50.0957806,609.2830000
Kepler-181 c,Kepler-181,1,2,,5325.00,0.75,0.85,19h44m36.31s,296.1512831,+50d05m44.81s,50.0957806,609.2830000
Kepler-181 c,Kepler-181,1,2,,5153.84,0.81,0.87,19h44m36.31s,296.1512831,+50d05m44.81s,50.0957806,609.2830000
Kepler-181 c,Kepler-181,1,2,,5333.00,0.75,,19h44m36.31s,296.1512831,+50d05m44.81s,50.0957806,609.2830000
Kepler-181 c,Kepler-181,1,2,,5120.00,0.80,,19h44m36.31s,296.1512831,+50d05m44.81s,50.0957806,609.2830000
Kepler-182 b,Kepler-182,1,2,,6215.00,1.15,1.20,19h19m19.23s,289.8301128,+50d35m10.33s,50.5862025,1549.0900000
Kepler-182 b,Kepler-182,1,2,,6120.00,1.23,1.16,19h19m19.23s,289.8301128,+50d35m10.33s,50.5862025,1549.0900000
Kepler-182 b,Kepler-182,1,2,,5883.25,1.43,1.07,19h19m19.23s,289.8301128,+50d35m10.33s,50.5862025,1549.0900000
Kepler-182 b,Kepler-182,1,2,,6188.00,1.01,1.10,19h19m19.23s,289.8301128,+50d35m10.33s,50.5862025,1549.0900000
Kepler-182 b,Kepler-182,1,2,,5883.25,1.43,1.07,19h19m19.23s,289.8301128,+50d35m10.33s,50.5862025,1549.0900000
Kepler-182 b,Kepler-182,1,2,,5883.25,1.43,1.07,19h19m19.23s,289.8301128,+50d35m10.33s,50.5862025,1549.0900000
Kepler-182 b,Kepler-182,1,2,,5960.00,1.38,,19h19m19.23s,289.8301128,+50d35m10.33s,50.5862025,1549.0900000
Kepler-182 b,Kepler-182,1,2,,6250.00,1.15,,19h19m19.23s,289.8301128,+50d35m10.33s,50.5862025,1549.0900000
Kepler-182 b,Kepler-182,1,2,,6215.00,1.15,1.20,19h19m19.23s,289.8301128,+50d35m10.33s,50.5862025,1549.0900000
Kepler-182 b,Kepler-182,1,2,,6215.00,1.15,1.20,19h19m19.23s,289.8301128,+50d35m10.33s,50.5862025,1549.0900000
Kepler-182 b,Kepler-182,1,2,,6246.00,1.09,1.18,19h19m19.23s,289.8301128,+50d35m10.33s,50.5862025,1549.0900000
Kepler-182 c,Kepler-182,1,2,,6215.00,1.15,1.20,19h19m19.23s,289.8301128,+50d35m10.33s,50.5862025,1549.0900000
Kepler-182 c,Kepler-182,1,2,,6215.00,1.15,1.20,19h19m19.23s,289.8301128,+50d35m10.33s,50.5862025,1549.0900000
Kepler-182 c,Kepler-182,1,2,,6246.00,1.09,1.18,19h19m19.23s,289.8301128,+50d35m10.33s,50.5862025,1549.0900000
Kepler-182 c,Kepler-182,1,2,,6120.00,1.23,1.16,19h19m19.23s,289.8301128,+50d35m10.33s,50.5862025,1549.0900000
Kepler-182 c,Kepler-182,1,2,,5883.25,1.43,1.07,19h19m19.23s,289.8301128,+50d35m10.33s,50.5862025,1549.0900000
Kepler-182 c,Kepler-182,1,2,,6250.00,1.15,,19h19m19.23s,289.8301128,+50d35m10.33s,50.5862025,1549.0900000
Kepler-182 c,Kepler-182,1,2,,5960.00,1.38,,19h19m19.23s,289.8301128,+50d35m10.33s,50.5862025,1549.0900000
Kepler-182 c,Kepler-182,1,2,,5883.25,1.43,1.07,19h19m19.23s,289.8301128,+50d35m10.33s,50.5862025,1549.0900000
Kepler-182 c,Kepler-182,1,2,,5883.25,1.43,1.07,19h19m19.23s,289.8301128,+50d35m10.33s,50.5862025,1549.0900000
Kepler-182 c,Kepler-182,1,2,,6188.00,1.01,1.10,19h19m19.23s,289.8301128,+50d35m10.33s,50.5862025,1549.0900000
Kepler-182 c,Kepler-182,1,2,,6215.00,1.15,1.20,19h19m19.23s,289.8301128,+50d35m10.33s,50.5862025,1549.0900000
Kepler-183 b,Kepler-183,1,2,,5888.00,0.94,1.04,19h34m07.39s,293.5308112,+39d18m57.36s,39.3159329,1050.6400000
Kepler-183 b,Kepler-183,1,2,,5794.00,1.01,1.00,19h34m07.39s,293.5308112,+39d18m57.36s,39.3159329,1050.6400000
Kepler-183 b,Kepler-183,1,2,,5835.00,0.88,0.99,19h34m07.39s,293.5308112,+39d18m57.36s,39.3159329,1050.6400000
Kepler-183 b,Kepler-183,1,2,,5670.06,1.07,1.01,19h34m07.39s,293.5308112,+39d18m57.36s,39.3159329,1050.6400000
Kepler-183 b,Kepler-183,1,2,,5576.00,1.20,0.94,19h34m07.39s,293.5308112,+39d18m57.36s,39.3159329,1050.6400000
Kepler-183 b,Kepler-183,1,2,,,0.94,1.04,19h34m07.39s,293.5308112,+39d18m57.36s,39.3159329,1050.6400000
Kepler-183 b,Kepler-183,1,2,,5888.00,0.94,1.04,19h34m07.39s,293.5308112,+39d18m57.36s,39.3159329,1050.6400000
Kepler-183 b,Kepler-183,1,2,,5888.00,0.96,,19h34m07.39s,293.5308112,+39d18m57.36s,39.3159329,1050.6400000
Kepler-183 b,Kepler-183,1,2,,5670.06,1.07,1.01,19h34m07.39s,293.5308112,+39d18m57.36s,39.3159329,1050.6400000
Kepler-183 b,Kepler-183,1,2,,5670.06,1.07,1.01,19h34m07.39s,293.5308112,+39d18m57.36s,39.3159329,1050.6400000
Kepler-183 b,Kepler-183,1,2,,5888.00,0.94,1.04,19h34m07.39s,293.5308112,+39d18m57.36s,39.3159329,1050.6400000
Kepler-183 b,Kepler-183,1,2,,5686.00,1.06,,19h34m07.39s,293.5308112,+39d18m57.36s,39.3159329,1050.6400000
Kepler-183 c,Kepler-183,1,2,,5670.06,1.07,1.01,19h34m07.39s,293.5308112,+39d18m57.36s,39.3159329,1050.6400000
Kepler-183 c,Kepler-183,1,2,,5888.00,0.94,1.04,19h34m07.39s,293.5308112,+39d18m57.36s,39.3159329,1050.6400000
Kepler-183 c,Kepler-183,1,2,,5794.00,1.01,1.00,19h34m07.39s,293.5308112,+39d18m57.36s,39.3159329,1050.6400000
Kepler-183 c,Kepler-183,1,2,,5670.06,1.07,1.01,19h34m07.39s,293.5308112,+39d18m57.36s,39.3159329,1050.6400000
Kepler-183 c,Kepler-183,1,2,,5670.06,1.07,1.01,19h34m07.39s,293.5308112,+39d18m57.36s,39.3159329,1050.6400000
Kepler-183 c,Kepler-183,1,2,,5888.00,0.94,1.04,19h34m07.39s,293.5308112,+39d18m57.36s,39.3159329,1050.6400000
Kepler-183 c,Kepler-183,1,2,,,0.94,1.04,19h34m07.39s,293.5308112,+39d18m57.36s,39.3159329,1050.6400000
Kepler-183 c,Kepler-183,1,2,,5835.00,0.88,0.99,19h34m07.39s,293.5308112,+39d18m57.36s,39.3159329,1050.6400000
Kepler-183 c,Kepler-183,1,2,,5888.00,0.94,1.04,19h34m07.39s,293.5308112,+39d18m57.36s,39.3159329,1050.6400000
Kepler-183 c,Kepler-183,1,2,,5576.00,1.20,0.94,19h34m07.39s,293.5308112,+39d18m57.36s,39.3159329,1050.6400000
Kepler-183 c,Kepler-183,1,2,,5686.00,1.06,,19h34m07.39s,293.5308112,+39d18m57.36s,39.3159329,1050.6400000
Kepler-183 c,Kepler-183,1,2,,5888.00,0.96,,19h34m07.39s,293.5308112,+39d18m57.36s,39.3159329,1050.6400000
Kepler-184 b,Kepler-184,1,3,,5783.00,0.86,0.87,19h27m48.45s,291.9518784,+43d04m28.62s,43.0746172,610.3260000
Kepler-184 b,Kepler-184,1,3,,5817.00,0.89,0.97,19h27m48.45s,291.9518784,+43d04m28.62s,43.0746172,610.3260000
Kepler-184 b,Kepler-184,1,3,,5788.00,0.85,0.88,19h27m48.45s,291.9518784,+43d04m28.62s,43.0746172,610.3260000
Kepler-184 b,Kepler-184,1,3,,5437.21,0.87,0.95,19h27m48.45s,291.9518784,+43d04m28.62s,43.0746172,610.3260000
Kepler-184 b,Kepler-184,1,3,,,0.86,0.87,19h27m48.45s,291.9518784,+43d04m28.62s,43.0746172,610.3260000
Kepler-184 b,Kepler-184,1,3,,5788.00,0.87,,19h27m48.45s,291.9518784,+43d04m28.62s,43.0746172,610.3260000
Kepler-184 b,Kepler-184,1,3,,5530.00,0.83,,19h27m48.45s,291.9518784,+43d04m28.62s,43.0746172,610.3260000
Kepler-184 b,Kepler-184,1,3,,5437.21,0.87,0.95,19h27m48.45s,291.9518784,+43d04m28.62s,43.0746172,610.3260000
Kepler-184 b,Kepler-184,1,3,,5783.00,0.86,0.87,19h27m48.45s,291.9518784,+43d04m28.62s,43.0746172,610.3260000
Kepler-184 b,Kepler-184,1,3,,5437.21,0.87,0.95,19h27m48.45s,291.9518784,+43d04m28.62s,43.0746172,610.3260000
Kepler-184 b,Kepler-184,1,3,,5783.00,0.86,0.87,19h27m48.45s,291.9518784,+43d04m28.62s,43.0746172,610.3260000
Kepler-184 b,Kepler-184,1,3,,5699.00,0.96,0.97,19h27m48.45s,291.9518784,+43d04m28.62s,43.0746172,610.3260000
Kepler-184 c,Kepler-184,1,3,,5817.00,0.89,0.97,19h27m48.45s,291.9518784,+43d04m28.62s,43.0746172,610.3260000
Kepler-184 c,Kepler-184,1,3,,5783.00,0.86,0.87,19h27m48.45s,291.9518784,+43d04m28.62s,43.0746172,610.3260000
Kepler-184 c,Kepler-184,1,3,,5788.00,0.87,,19h27m48.45s,291.9518784,+43d04m28.62s,43.0746172,610.3260000
Kepler-184 c,Kepler-184,1,3,,,0.86,0.87,19h27m48.45s,291.9518784,+43d04m28.62s,43.0746172,610.3260000
Kepler-184 c,Kepler-184,1,3,,5783.00,0.86,0.87,19h27m48.45s,291.9518784,+43d04m28.62s,43.0746172,610.3260000
Kepler-184 c,Kepler-184,1,3,,5437.21,0.87,0.95,19h27m48.45s,291.9518784,+43d04m28.62s,43.0746172,610.3260000
Kepler-184 c,Kepler-184,1,3,,5437.21,0.87,0.95,19h27m48.45s,291.9518784,+43d04m28.62s,43.0746172,610.3260000
Kepler-184 c,Kepler-184,1,3,,5530.00,0.83,,19h27m48.45s,291.9518784,+43d04m28.62s,43.0746172,610.3260000
Kepler-184 c,Kepler-184,1,3,,5783.00,0.86,0.87,19h27m48.45s,291.9518784,+43d04m28.62s,43.0746172,610.3260000
Kepler-184 c,Kepler-184,1,3,,5699.00,0.96,0.97,19h27m48.45s,291.9518784,+43d04m28.62s,43.0746172,610.3260000
Kepler-184 c,Kepler-184,1,3,,5437.21,0.87,0.95,19h27m48.45s,291.9518784,+43d04m28.62s,43.0746172,610.3260000
Kepler-184 c,Kepler-184,1,3,,5788.00,0.85,0.88,19h27m48.45s,291.9518784,+43d04m28.62s,43.0746172,610.3260000
Kepler-184 d,Kepler-184,1,3,,5437.21,0.87,0.95,19h27m48.45s,291.9518784,+43d04m28.62s,43.0746172,610.3260000
Kepler-184 d,Kepler-184,1,3,,5783.00,0.86,0.87,19h27m48.45s,291.9518784,+43d04m28.62s,43.0746172,610.3260000
Kepler-184 d,Kepler-184,1,3,,5788.00,0.85,0.88,19h27m48.45s,291.9518784,+43d04m28.62s,43.0746172,610.3260000
Kepler-184 d,Kepler-184,1,3,,5437.21,0.87,0.95,19h27m48.45s,291.9518784,+43d04m28.62s,43.0746172,610.3260000
Kepler-184 d,Kepler-184,1,3,,5530.00,0.83,,19h27m48.45s,291.9518784,+43d04m28.62s,43.0746172,610.3260000
Kepler-184 d,Kepler-184,1,3,,,0.86,0.87,19h27m48.45s,291.9518784,+43d04m28.62s,43.0746172,610.3260000
Kepler-184 d,Kepler-184,1,3,,5817.00,0.89,0.97,19h27m48.45s,291.9518784,+43d04m28.62s,43.0746172,610.3260000
Kepler-184 d,Kepler-184,1,3,,5783.00,0.86,0.87,19h27m48.45s,291.9518784,+43d04m28.62s,43.0746172,610.3260000
Kepler-184 d,Kepler-184,1,3,,5783.00,0.86,0.87,19h27m48.45s,291.9518784,+43d04m28.62s,43.0746172,610.3260000
Kepler-184 d,Kepler-184,1,3,,5788.00,0.87,,19h27m48.45s,291.9518784,+43d04m28.62s,43.0746172,610.3260000
Kepler-184 d,Kepler-184,1,3,,5437.21,0.87,0.95,19h27m48.45s,291.9518784,+43d04m28.62s,43.0746172,610.3260000
Kepler-184 d,Kepler-184,1,3,,5699.00,0.96,0.97,19h27m48.45s,291.9518784,+43d04m28.62s,43.0746172,610.3260000
Kepler-185 b,Kepler-185,1,2,,5037.00,0.73,,18h49m52.36s,282.4681674,+43d53m23.81s,43.8899464,466.7350000
Kepler-185 b,Kepler-185,1,2,,5205.00,0.79,0.81,18h49m52.36s,282.4681674,+43d53m23.81s,43.8899464,466.7350000
Kepler-185 b,Kepler-185,1,2,,5205.00,0.79,0.81,18h49m52.36s,282.4681674,+43d53m23.81s,43.8899464,466.7350000
Kepler-185 b,Kepler-185,1,2,,4979.00,0.80,0.81,18h49m52.36s,282.4681674,+43d53m23.81s,43.8899464,466.7350000
Kepler-185 b,Kepler-185,1,2,,5071.00,0.72,0.85,18h49m52.36s,282.4681674,+43d53m23.81s,43.8899464,466.7350000
Kepler-185 b,Kepler-185,1,2,,5208.00,0.81,,18h49m52.36s,282.4681674,+43d53m23.81s,43.8899464,466.7350000
Kepler-185 b,Kepler-185,1,2,,5205.00,0.79,0.81,18h49m52.36s,282.4681674,+43d53m23.81s,43.8899464,466.7350000
Kepler-185 b,Kepler-185,1,2,,5132.00,0.79,0.82,18h49m52.36s,282.4681674,+43d53m23.81s,43.8899464,466.7350000
Kepler-185 b,Kepler-185,1,2,,5071.00,0.72,0.85,18h49m52.36s,282.4681674,+43d53m23.81s,43.8899464,466.7350000
Kepler-185 b,Kepler-185,1,2,,5174.00,0.78,0.77,18h49m52.36s,282.4681674,+43d53m23.81s,43.8899464,466.7350000
Kepler-185 c,Kepler-185,1,2,,5071.00,0.72,0.85,18h49m52.36s,282.4681674,+43d53m23.81s,43.8899464,466.7350000
Kepler-185 c,Kepler-185,1,2,,5037.00,0.73,,18h49m52.36s,282.4681674,+43d53m23.81s,43.8899464,466.7350000
Kepler-185 c,Kepler-185,1,2,,5132.00,0.79,0.82,18h49m52.36s,282.4681674,+43d53m23.81s,43.8899464,466.7350000
Kepler-185 c,Kepler-185,1,2,,4979.00,0.80,0.81,18h49m52.36s,282.4681674,+43d53m23.81s,43.8899464,466.7350000
Kepler-185 c,Kepler-185,1,2,,5174.00,0.78,0.77,18h49m52.36s,282.4681674,+43d53m23.81s,43.8899464,466.7350000
Kepler-185 c,Kepler-185,1,2,,5205.00,0.79,0.81,18h49m52.36s,282.4681674,+43d53m23.81s,43.8899464,466.7350000
Kepler-185 c,Kepler-185,1,2,,5071.00,0.72,0.85,18h49m52.36s,282.4681674,+43d53m23.81s,43.8899464,466.7350000
Kepler-185 c,Kepler-185,1,2,,5205.00,0.79,0.81,18h49m52.36s,282.4681674,+43d53m23.81s,43.8899464,466.7350000
Kepler-185 c,Kepler-185,1,2,,5205.00,0.79,0.81,18h49m52.36s,282.4681674,+43d53m23.81s,43.8899464,466.7350000
Kepler-185 c,Kepler-185,1,2,,5071.00,0.72,0.85,18h49m52.36s,282.4681674,+43d53m23.81s,43.8899464,466.7350000
Kepler-185 c,Kepler-185,1,2,,5208.00,0.81,,18h49m52.36s,282.4681674,+43d53m23.81s,43.8899464,466.7350000
Kepler-186 b,Kepler-186,1,5,,3761.00,0.51,0.55,19h54m36.66s,298.6527360,+43d57m17.96s,43.9549884,177.5940000
Kepler-186 b,Kepler-186,1,5,,4048.00,0.52,,19h54m36.66s,298.6527360,+43d57m17.96s,43.9549884,177.5940000
Kepler-186 b,Kepler-186,1,5,,3876.00,0.55,0.54,19h54m36.66s,298.6527360,+43d57m17.96s,43.9549884,177.5940000
Kepler-186 b,Kepler-186,1,5,,3761.00,0.46,0.48,19h54m36.66s,298.6527360,+43d57m17.96s,43.9549884,177.5940000
Kepler-186 b,Kepler-186,1,5,,3751.00,0.44,0.45,19h54m36.66s,298.6527360,+43d57m17.96s,43.9549884,177.5940000
Kepler-186 b,Kepler-186,1,5,,3876.00,0.55,0.54,19h54m36.66s,298.6527360,+43d57m17.96s,43.9549884,177.5940000
Kepler-186 b,Kepler-186,1,5,,3761.00,0.46,0.48,19h54m36.66s,298.6527360,+43d57m17.96s,43.9549884,177.5940000
Kepler-186 b,Kepler-186,1,5,,3876.00,0.55,0.54,19h54m36.66s,298.6527360,+43d57m17.96s,43.9549884,177.5940000
Kepler-186 b,Kepler-186,1,5,,3871.00,0.49,0.51,19h54m36.66s,298.6527360,+43d57m17.96s,43.9549884,177.5940000
Kepler-186 b,Kepler-186,1,5,,3876.00,0.55,0.54,19h54m36.66s,298.6527360,+43d57m17.96s,43.9549884,177.5940000
Kepler-186 b,Kepler-186,1,5,M1 V,3761.00,0.46,0.48,19h54m36.66s,298.6527360,+43d57m17.96s,43.9549884,177.5940000
Kepler-186 b,Kepler-186,1,5,,4031.00,0.52,0.55,19h54m36.66s,298.6527360,+43d57m17.96s,43.9549884,177.5940000
Kepler-186 b,Kepler-186,1,5,M1,3788.00,0.47,0.48,19h54m36.66s,298.6527360,+43d57m17.96s,43.9549884,177.5940000
Kepler-186 b,Kepler-186,1,5,,3748.00,0.54,,19h54m36.66s,298.6527360,+43d57m17.96s,43.9549884,177.5940000
Kepler-186 b,Kepler-186,1,5,,3761.00,0.46,0.48,19h54m36.66s,298.6527360,+43d57m17.96s,43.9549884,177.5940000
Kepler-186 b,Kepler-186,1,5,,3820.00,0.50,0.51,19h54m36.66s,298.6527360,+43d57m17.96s,43.9549884,177.5940000
Kepler-186 c,Kepler-186,1,5,,4031.00,0.52,0.55,19h54m36.66s,298.6527360,+43d57m17.96s,43.9549884,177.5940000
Kepler-186 c,Kepler-186,1,5,,3871.00,0.49,0.51,19h54m36.66s,298.6527360,+43d57m17.96s,43.9549884,177.5940000
Kepler-186 c,Kepler-186,1,5,,3761.00,0.46,0.48,19h54m36.66s,298.6527360,+43d57m17.96s,43.9549884,177.5940000
Kepler-186 c,Kepler-186,1,5,,3761.00,0.51,0.55,19h54m36.66s,298.6527360,+43d57m17.96s,43.9549884,177.5940000
Kepler-186 c,Kepler-186,1,5,,4048.00,0.52,,19h54m36.66s,298.6527360,+43d57m17.96s,43.9549884,177.5940000
Kepler-186 c,Kepler-186,1,5,,3876.00,0.55,0.54,19h54m36.66s,298.6527360,+43d57m17.96s,43.9549884,177.5940000
Kepler-186 c,Kepler-186,1,5,M1 V,3761.00,0.46,0.48,19h54m36.66s,298.6527360,+43d57m17.96s,43.9549884,177.5940000
Kepler-186 c,Kepler-186,1,5,M1,3788.00,0.47,0.48,19h54m36.66s,298.6527360,+43d57m17.96s,43.9549884,177.5940000
Kepler-186 c,Kepler-186,1,5,,3751.00,0.44,0.45,19h54m36.66s,298.6527360,+43d57m17.96s,43.9549884,177.5940000
Kepler-186 c,Kepler-186,1,5,,3761.00,0.46,0.48,19h54m36.66s,298.6527360,+43d57m17.96s,43.9549884,177.5940000
Kepler-186 c,Kepler-186,1,5,,3761.00,0.46,0.48,19h54m36.66s,298.6527360,+43d57m17.96s,43.9549884,177.5940000
Kepler-186 c,Kepler-186,1,5,,3876.00,0.55,0.54,19h54m36.66s,298.6527360,+43d57m17.96s,43.9549884,177.5940000
Kepler-186 c,Kepler-186,1,5,,3748.00,0.54,,19h54m36.66s,298.6527360,+43d57m17.96s,43.9549884,177.5940000
Kepler-186 c,Kepler-186,1,5,,3876.00,0.55,0.54,19h54m36.66s,298.6527360,+43d57m17.96s,43.9549884,177.5940000
Kepler-186 c,Kepler-186,1,5,,3876.00,0.55,0.54,19h54m36.66s,298.6527360,+43d57m17.96s,43.9549884,177.5940000
Kepler-186 c,Kepler-186,1,5,,3820.00,0.50,0.51,19h54m36.66s,298.6527360,+43d57m17.96s,43.9549884,177.5940000
